ticker,code,industry,included,excluded
600139.SH,624020,Diversified Financials,20181231,
600141.SH,621510,Materials,19990616,
600143.SH,621510,Materials,20040623,
600145.SH,622010,Capital Goods,19990923,20150602
600145.SH,622010,Capital Goods,20150603,
600146.SH,621510,Materials,19990707,20161010
600146.SH,622520,Consumer Durables & Apparel,20161011,
600148.SH,622510,Automobiles & Components,19980520,
600149.SH,622010,Capital Goods,19991014,20070827
600149.SH,624510,Software & Services,20070828,20121128
600149.SH,622010,Capital Goods,20121129,20140504
600149.SH,622010,Capital Goods,20140505,20191230
600149.SH,625510,Utilities,20191231,
600150.SH,622010,Capital Goods,19980520,
600151.SH,622510,Automobiles & Components,19980605,20080311
600151.SH,624530,Semiconductors & Semiconductor Equipment,20080312,
600152.SH,622520,Consumer Durables & Apparel,19980609,20180612
600152.SH,622010,Capital Goods,20180613,
600153.SH,622010,Capital Goods,19980616,
600155.SH,621510,Materials,19980918,20140504
600155.SH,622010,Capital Goods,20140505,20170405
600155.SH,624020,Diversified Financials,20170406,
600156.SH,622520,Consumer Durables & Apparel,19980527,20031029
600156.SH,621510,Materials,20031030,20060428
600156.SH,622520,Consumer Durables & Apparel,20060429,
600157.SH,621010,Energy,19980513,20120322
600157.SH,621010,Energy,20120323,20200413
600157.SH,625510,Utilities,20200414,
600158.SH,622010,Capital Goods,19980327,20070322
600158.SH,624040,Real Estate,20070323,20170301
600158.SH,626010,Real Estate,20170302,20200615
600158.SH,622530,Consumer Services,20200616,
600159.SH,623020,"Food, Beverage & Tobacco",19980526,20060228
600159.SH,624040,Real Estate,20060301,20170301
600159.SH,626010,Real Estate,20170302,
600160.SH,621510,Materials,19980626,
600161.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",19980616,
600162.SH,622010,Capital Goods,19980609,20070817
600162.SH,624040,Real Estate,20070818,20170301
600162.SH,626010,Real Estate,20170302,
600163.SH,621510,Materials,19980602,20150329
600163.SH,625510,Utilities,20150330,
600165.SH,621510,Materials,19980529,20190425
600165.SH,621510,Materials,20190426,
600166.SH,622510,Automobiles & Components,19980602,
600167.SH,624040,Real Estate,19990128,20020410
600167.SH,625510,Utilities,20020411,
600168.SH,625510,Utilities,19980427,20110103
600168.SH,624040,Real Estate,20110104,20120103
600168.SH,625510,Utilities,20120104,
600169.SH,622010,Capital Goods,19980904,
600170.SH,622010,Capital Goods,19980623,
600171.SH,624530,Semiconductors & Semiconductor Equipment,19980924,
600172.SH,621510,Materials,19981126,
600173.SH,621510,Materials,19990415,20080122
600173.SH,624040,Real Estate,20080123,20170301
600173.SH,626010,Real Estate,20170302,
600175.SH,622530,Consumer Services,19990408,20030430
600175.SH,622010,Capital Goods,20030501,
600176.SH,621510,Materials,19990422,
600177.SH,622520,Consumer Durables & Apparel,19981119,20150830
600177.SH,624040,Real Estate,20150831,20170301
600177.SH,626010,Real Estate,20170302,20190429
600177.SH,622520,Consumer Durables & Apparel,20190430,
600178.SH,622510,Automobiles & Components,19981014,
600179.SH,621010,Energy,19981104,20160323
600179.SH,622030,Transportation,20160324,
600180.SH,623020,"Food, Beverage & Tobacco",19980703,20120830
600180.SH,622030,Transportation,20120831,
600181.SH,622010,Capital Goods,19980928,20050430
600181.SH,624040,Real Estate,20050501,20050810
600181.SH,622010,Capital Goods,20050811,20070601
600182.SH,622510,Automobiles & Components,19990507,
600183.SH,624520,Technology Hardware & Equipment,19981028,
600184.SH,624520,Technology Hardware & Equipment,20031106,20090322
600184.SH,624530,Semiconductors & Semiconductor Equipment,20090323,20100329
600184.SH,622010,Capital Goods,20100330,
600185.SH,624520,Technology Hardware & Equipment,19990611,20030429
600185.SH,624520,Technology Hardware & Equipment,20030430,20100117
600185.SH,624040,Real Estate,20100118,20170301
600185.SH,626010,Real Estate,20170302,
600186.SH,623020,"Food, Beverage & Tobacco",19980825,
600187.SH,621510,Materials,19981111,20090404
600187.SH,625510,Utilities,20090405,
600188.SH,621010,Energy,19980401,
600189.SH,621510,Materials,19981007,20180427
600189.SH,623020,"Food, Beverage & Tobacco",20180428,
600190.SH,622030,Transportation,19990609,
600191.SH,623020,"Food, Beverage & Tobacco",19981210,
600192.SH,622010,Capital Goods,19981224,
600193.SH,623020,"Food, Beverage & Tobacco",19990527,20020425
600193.SH,624040,Real Estate,20020426,20121129
600193.SH,621510,Materials,20121130,20160323
600193.SH,622010,Capital Goods,20160324,20190319
600193.SH,622010,Capital Goods,20190320,
600195.SH,623020,"Food, Beverage & Tobacco",19990107,20070320
600195.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20070321,
600196.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",19980807,
600197.SH,623020,"Food, Beverage & Tobacco",19990916,
600198.SH,624520,Technology Hardware & Equipment,19981021,
600199.SH,623020,"Food, Beverage & Tobacco",19980812,20070418
600199.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20070419,20090826
600199.SH,623020,"Food, Beverage & Tobacco",20090827,
600200.SH,622520,Consumer Durables & Apparel,19990401,20060811
600200.SH,622010,Capital Goods,20060812,
600201.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",19990115,
600202.SH,622010,Capital Goods,19990603,
600203.SH,622520,Consumer Durables & Apparel,19990514,20010803
600203.SH,624520,Technology Hardware & Equipment,20010804,20160330
600203.SH,624520,Technology Hardware & Equipment,20160331,
600205.SH,621510,Materials,19990630,20070430
600206.SH,624530,Semiconductors & Semiconductor Equipment,19990319,20150315
600206.SH,621510,Materials,20150316,
600207.SH,624520,Technology Hardware & Equipment,19990714,20140504
600207.SH,622010,Capital Goods,20140505,
600208.SH,622520,Consumer Durables & Apparel,19990623,20060422
600208.SH,622010,Capital Goods,20060423,20070202
600208.SH,624040,Real Estate,20070203,20170301
600208.SH,626010,Real Estate,20170302,
600209.SH,622530,Consumer Services,19990325,20000729
600209.SH,622010,Capital Goods,20000730,20100424
600209.SH,622010,Capital Goods,20100425,
600210.SH,621510,Materials,19990824,
600211.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",19990721,
600212.SH,622010,Capital Goods,19990817,20070430
600212.SH,622010,Capital Goods,20070501,
600213.SH,622510,Automobiles & Components,19990831,
600215.SH,624040,Real Estate,19990909,20090429
600215.SH,625510,Utilities,20090430,20100422
600215.SH,624040,Real Estate,20100423,20170301
600215.SH,626010,Real Estate,20170302,
600216.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",19991021,
600217.SH,621510,Materials,19991216,20150216
600217.SH,622020,Commercial & Professional Services,20150217,
600218.SH,622010,Capital Goods,19981203,
600219.SH,622010,Capital Goods,19991223,20070816
600219.SH,621510,Materials,20070817,
600220.SH,622520,Consumer Durables & Apparel,19990927,
600221.SH,622030,Transportation,19991125,
600222.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",19991105,
600223.SH,621510,Materials,20000113,20090202
600223.SH,624040,Real Estate,20090203,20170301
600223.SH,626010,Real Estate,20170302,
600225.SH,623020,"Food, Beverage & Tobacco",20000127,20091027
600225.SH,624040,Real Estate,20091028,20170301
600225.SH,626010,Real Estate,20170302,
600226.SH,621510,Materials,19991116,
600227.SH,621510,Materials,20000221,20180619
600227.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20180620,
600228.SH,621510,Materials,19990119,20210319
600228.SH,624510,Software & Services,20210320,
600229.SH,621510,Materials,20000309,20150526
600229.SH,622540,Media,20150527,
600230.SH,621510,Materials,20000406,20100305
600230.SH,621510,Materials,20100306,
600231.SH,621510,Materials,20000511,
600232.SH,622520,Consumer Durables & Apparel,20000602,
600233.SH,622520,Consumer Durables & Apparel,20000608,20160728
600233.SH,622030,Transportation,20160729,
600234.SH,622550,Retailing,20000615,20030816
600234.SH,622520,Consumer Durables & Apparel,20030817,20130901
600234.SH,624040,Real Estate,20130902,20170301
600234.SH,626010,Real Estate,20170302,20190425
600234.SH,622010,Capital Goods,20190426,20191230
600234.SH,622540,Media,20191231,
600235.SH,621510,Materials,20000615,
600236.SH,625510,Utilities,20000323,
600237.SH,624520,Technology Hardware & Equipment,20000609,
600238.SH,623020,"Food, Beverage & Tobacco",20000120,
600239.SH,623020,"Food, Beverage & Tobacco",19991202,20071124
600239.SH,624040,Real Estate,20071125,20170301
600239.SH,626010,Real Estate,20170302,
600240.SH,622520,Consumer Durables & Apparel,20000628,20050811
600240.SH,624040,Real Estate,20050812,20170301
600240.SH,626010,Real Estate,20170302,
600241.SH,622550,Retailing,20001128,20191230
600241.SH,622010,Capital Goods,20191231,
600242.SH,623020,"Food, Beverage & Tobacco",20001207,20050426
600242.SH,624040,Real Estate,20050427,20060429
600242.SH,623020,"Food, Beverage & Tobacco",20060430,20090104
600242.SH,622030,Transportation,20090105,20161016
600242.SH,624510,Software & Services,20161017,
600243.SH,622010,Capital Goods,20001120,
600246.SH,623020,"Food, Beverage & Tobacco",20000922,20030425
600246.SH,624040,Real Estate,20030426,20170301
600246.SH,626010,Real Estate,20170302,
600247.SH,624040,Real Estate,20001123,20090406
600247.SH,622010,Capital Goods,20090407,
600248.SH,623020,"Food, Beverage & Tobacco",20000622,20081219
600248.SH,622010,Capital Goods,20081220,
600249.SH,623030,Household & Personal Products,20040130,
600250.SH,622550,Retailing,20010306,
600251.SH,623020,"Food, Beverage & Tobacco",20030609,20060425
600251.SH,622010,Capital Goods,20060426,20110801
600251.SH,623020,"Food, Beverage & Tobacco",20110802,
600252.SH,622010,Capital Goods,20001130,20070823
600252.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20070824,
600253.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20001227,20130715
600255.SH,621510,Materials,20001122,
600256.SH,621510,Materials,20000526,20000811
600256.SH,624040,Real Estate,20000812,20070724
600256.SH,622010,Capital Goods,20070725,20100405
600256.SH,624040,Real Estate,20100406,20121203
600256.SH,621010,Energy,20121204,
600257.SH,623020,"Food, Beverage & Tobacco",20000612,
600258.SH,622530,Consumer Services,20000601,
600259.SH,621510,Materials,20000525,20090118
600259.SH,621510,Materials,20090119,
600260.SH,621510,Materials,20000706,20070418
600260.SH,622010,Capital Goods,20070419,20090427
600260.SH,621510,Materials,20090428,20130901
600260.SH,622010,Capital Goods,20130902,20150331
600260.SH,624520,Technology Hardware & Equipment,20150401,
600261.SH,622520,Consumer Durables & Apparel,20000720,
600262.SH,622010,Capital Goods,20000630,
600263.SH,622010,Capital Goods,20000725,20120301
600265.SH,621510,Materials,20000825,
600266.SH,624040,Real Estate,19990203,20170301
600266.SH,626010,Real Estate,20170302,
600267.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20000725,
600268.SH,622010,Capital Goods,19991118,
600269.SH,622030,Transportation,20000518,
600270.SH,622030,Transportation,20001228,20181228
600271.SH,624520,Technology Hardware & Equipment,20030711,
600272.SH,622520,Consumer Durables & Apparel,20010228,20030429
600272.SH,622550,Retailing,20030430,20120103
600272.SH,623510,Health Care Equipment & Services,20120104,
600273.SH,622520,Consumer Durables & Apparel,20030627,20141007
600273.SH,621510,Materials,20141008,
600275.SH,623020,"Food, Beverage & Tobacco",20000810,20040426
600275.SH,624040,Real Estate,20040427,20130501
600275.SH,623020,"Food, Beverage & Tobacco",20130502,
600276.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20001018,
600277.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20000725,20060331
600277.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20060401,20100325
600277.SH,621510,Materials,20100326,20151215
600277.SH,621510,Materials,20151216,
600278.SH,622550,Retailing,20000712,
600279.SH,622030,Transportation,20000731,
600280.SH,622550,Retailing,20000926,
600281.SH,621510,Materials,20001109,
600282.SH,621510,Materials,20000919,
600283.SH,625510,Utilities,20001018,20140504
600283.SH,625510,Utilities,20140505,
600284.SH,622010,Capital Goods,20040316,
600285.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20001018,
600286.SH,622010,Capital Goods,19991209,20030419
600286.SH,623010,Food & Staples Retailing,20030420,
600287.SH,622550,Retailing,20000901,
600288.SH,624520,Technology Hardware & Equipment,20001129,
600289.SH,624520,Technology Hardware & Equipment,20000720,
600290.SH,622010,Capital Goods,20001106,20070821
600290.SH,622010,Capital Goods,20070822,
600291.SH,621510,Materials,20000731,20140504
600291.SH,624030,Insurance,20140505,
600292.SH,625510,Utilities,20001101,20130131
600292.SH,622020,Commercial & Professional Services,20130201,
600293.SH,621510,Materials,20000919,20170427
600293.SH,622550,Retailing,20170428,
600295.SH,622520,Consumer Durables & Apparel,19951020,20090429
600295.SH,622010,Capital Goods,20090430,
600296.SH,621510,Materials,20000719,20070430
600297.SH,623010,Food & Staples Retailing,20001116,20150510
600297.SH,622550,Retailing,20150511,
600298.SH,623020,"Food, Beverage & Tobacco",20000818,
600299.SH,621510,Materials,20000420,20150628
600299.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20150629,
600300.SH,623020,"Food, Beverage & Tobacco",20000630,
600301.SH,621510,Materials,20000712,20190321
600301.SH,622010,Capital Goods,20190322,
600302.SH,622010,Capital Goods,20001213,
600303.SH,622510,Automobiles & Components,20001226,
600305.SH,623020,"Food, Beverage & Tobacco",20010206,
600306.SH,622550,Retailing,20001226,
600307.SH,621510,Materials,20001220,
600308.SH,621510,Materials,20000928,
600309.SH,621510,Materials,20010105,
600310.SH,625510,Utilities,20010228,
600311.SH,623020,"Food, Beverage & Tobacco",20010626,20100629
600311.SH,621510,Materials,20100630,
600312.SH,622010,Capital Goods,20010221,
600313.SH,622010,Capital Goods,20010119,
600315.SH,623030,Household & Personal Products,20010315,
600316.SH,622010,Capital Goods,20001215,
600317.SH,622030,Transportation,20020131,
600318.SH,621510,Materials,20001208,20160328
600318.SH,624020,Diversified Financials,20160329,
600319.SH,621510,Materials,20010326,
600320.SH,622010,Capital Goods,19970805,
600321.SH,622010,Capital Goods,20010524,
600322.SH,624040,Real Estate,20010910,20170301
600322.SH,626010,Real Estate,20170302,
600323.SH,622020,Commercial & Professional Services,20001225,
600325.SH,624040,Real Estate,20040225,20170301
600325.SH,626010,Real Estate,20170302,
600326.SH,622010,Capital Goods,20010116,
600327.SH,622550,Retailing,20020625,20140504
600327.SH,622550,Retailing,20140505,
600328.SH,621510,Materials,20001222,
600329.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20010606,
600330.SH,621510,Materials,20010118,
600331.SH,621510,Materials,20011220,20060318
600331.SH,621510,Materials,20060319,
600332.SH,623510,Health Care Equipment & Services,20010206,20150319
600332.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20150320,
600333.SH,625510,Utilities,20001211,20090311
600333.SH,621010,Energy,20090312,20140504
600333.SH,625510,Utilities,20140505,
600335.SH,622010,Capital Goods,20010305,20110925
600335.SH,622550,Retailing,20110926,
600336.SH,622520,Consumer Durables & Apparel,20001229,
600337.SH,622520,Consumer Durables & Apparel,20001127,
600338.SH,622510,Automobiles & Components,20001227,20070406
600338.SH,621510,Materials,20070407,
600339.SH,621510,Materials,20001225,20170206
600339.SH,621010,Energy,20170207,
600340.SH,622010,Capital Goods,20031230,20120301
600340.SH,624040,Real Estate,20120302,20170301
600340.SH,626010,Real Estate,20170302,
600343.SH,622010,Capital Goods,20030408,
600345.SH,624520,Technology Hardware & Equipment,20001222,
600346.SH,622010,Capital Goods,20010820,20160113
600346.SH,621510,Materials,20160114,
600348.SH,621010,Energy,20030821,
600350.SH,622030,Transportation,20020318,
600351.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20020926,20070313
600351.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20070314,
600352.SH,621510,Materials,20030801,
600353.SH,624520,Technology Hardware & Equipment,20021120,
600354.SH,623020,"Food, Beverage & Tobacco",20040115,
600355.SH,624520,Technology Hardware & Equipment,20020613,
600356.SH,621510,Materials,20010419,
600357.SH,621510,Materials,20020906,20091229
600358.SH,622530,Consumer Services,20000922,20040413
600358.SH,624040,Real Estate,20040414,20070424
600358.SH,622530,Consumer Services,20070425,20180322
600358.SH,622540,Media,20180323,
600359.SH,623020,"Food, Beverage & Tobacco",19990429,
600360.SH,624530,Semiconductors & Semiconductor Equipment,20010316,
600361.SH,623010,Food & Staples Retailing,20011129,
600362.SH,621510,Materials,19970612,
600363.SH,624520,Technology Hardware & Equipment,20010329,
600365.SH,623020,"Food, Beverage & Tobacco",20010115,
600366.SH,622010,Capital Goods,20001030,20070303
600366.SH,622010,Capital Goods,20070304,20080812
600366.SH,622010,Capital Goods,20080813,20100330
600366.SH,621510,Materials,20100331,
600367.SH,621510,Materials,20010320,
600368.SH,622030,Transportation,20001221,
600369.SH,622030,Transportation,20010109,20090219
600369.SH,624020,Diversified Financials,20090220,
600370.SH,622520,Consumer Durables & Apparel,20030306,20200911
600370.SH,621510,Materials,20200912,
600371.SH,623020,"Food, Beverage & Tobacco",20020916,
600372.SH,622510,Automobiles & Components,20010706,20100912
600372.SH,622010,Capital Goods,20100913,
600373.SH,622010,Capital Goods,20020304,20110308
600373.SH,622540,Media,20110309,
600375.SH,622010,Capital Goods,20030401,
600376.SH,624040,Real Estate,20010312,20170301
600376.SH,626010,Real Estate,20170302,
600377.SH,622030,Transportation,19970627,
600378.SH,621510,Materials,20010111,
600379.SH,622010,Capital Goods,20020116,
600380.SH,623510,Health Care Equipment & Services,20010608,20060822
600380.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20060823,
600381.SH,622520,Consumer Durables & Apparel,20010508,20060427
600381.SH,624040,Real Estate,20060428,20090201
600381.SH,621010,Energy,20090202,20150122
600381.SH,623020,"Food, Beverage & Tobacco",20150123,20191230
600381.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20191231,
600382.SH,622010,Capital Goods,20010118,20060318
600382.SH,622010,Capital Goods,20060319,20110731
600382.SH,622010,Capital Goods,20110801,
600383.SH,624040,Real Estate,20010412,20170301
600383.SH,626010,Real Estate,20170302,
600385.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20010723,20140831
600385.SH,622520,Consumer Durables & Apparel,20140901,20191215
600385.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20191216,
600386.SH,622030,Transportation,20010216,20100808
600386.SH,622550,Retailing,20100809,
600387.SH,621010,Energy,20040218,
600388.SH,622010,Capital Goods,20001229,
600389.SH,621510,Materials,20010110,
600390.SH,621510,Materials,20010115,20170123
600390.SH,624020,Diversified Financials,20170124,
600391.SH,622010,Capital Goods,20011212,
600392.SH,624510,Software & Services,20030529,20130228
600392.SH,621510,Materials,20130301,
600393.SH,624040,Real Estate,20010319,20170301
600393.SH,626010,Real Estate,20170302,
600395.SH,621010,Energy,20010531,
600396.SH,625510,Utilities,20010328,20120816
600396.SH,625510,Utilities,20120817,
600397.SH,621010,Energy,20020702,20050716
600397.SH,621510,Materials,20050717,20070811
600397.SH,622010,Capital Goods,20070812,20090813
600397.SH,621010,Energy,20090814,
600398.SH,622520,Consumer Durables & Apparel,20001228,
600399.SH,621510,Materials,20001229,
600400.SH,622520,Consumer Durables & Apparel,20010108,
600401.SH,621510,Materials,20030924,20120322
600401.SH,624530,Semiconductors & Semiconductor Equipment,20120323,
600403.SH,624510,Software & Services,20031009,20110126
600403.SH,621010,Energy,20110127,
600405.SH,622010,Capital Goods,20040401,
600406.SH,622010,Capital Goods,20031016,
600408.SH,621010,Energy,20030212,20070215
600408.SH,621510,Materials,20070216,20090309
600408.SH,621010,Energy,20090310,
600409.SH,621510,Materials,20030618,
600410.SH,624510,Software & Services,20040427,
600415.SH,624040,Real Estate,20020509,20170301
600415.SH,626010,Real Estate,20170302,
600416.SH,622010,Capital Goods,20020718,
600418.SH,622510,Automobiles & Components,20010824,20030730
600418.SH,622510,Automobiles & Components,20030731,
600419.SH,621510,Materials,20010628,20080429
600419.SH,622010,Capital Goods,20080430,20131201
600419.SH,623020,"Food, Beverage & Tobacco",20131202,
600420.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20040616,
600421.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20040607,20140504
600421.SH,622010,Capital Goods,20140505,20140831
600421.SH,622010,Capital Goods,20140901,20190425
600421.SH,622530,Consumer Services,20190426,
600422.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20001206,
600423.SH,621510,Materials,20030717,
600425.SH,621510,Materials,20030724,
600426.SH,621510,Materials,20020620,
600428.SH,622030,Transportation,20020418,
600429.SH,623020,"Food, Beverage & Tobacco",20030915,
600432.SH,621510,Materials,20030905,
600433.SH,621510,Materials,20030619,
600435.SH,622010,Capital Goods,20030704,20090115
600435.SH,622010,Capital Goods,20090116,
600436.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20030616,
600438.SH,623020,"Food, Beverage & Tobacco",20040302,
600439.SH,623030,Household & Personal Products,20030710,
600444.SH,622010,Capital Goods,20040219,20150526
600444.SH,622010,Capital Goods,20150527,
600446.SH,624510,Software & Services,20031224,
600448.SH,622520,Consumer Durables & Apparel,20010903,
600449.SH,621510,Materials,20030829,
600452.SH,625510,Utilities,20040303,
600455.SH,624510,Software & Services,20040329,20070428
600455.SH,622010,Capital Goods,20070429,
600456.SH,621510,Materials,20020412,
600458.SH,621510,Materials,20021219,
600459.SH,621510,Materials,20030516,
600460.SH,624530,Semiconductors & Semiconductor Equipment,20030311,
600461.SH,625510,Utilities,20040601,
600462.SH,621510,Materials,20030903,20160518
600462.SH,622030,Transportation,20160519,20161230
600462.SH,624520,Technology Hardware & Equipment,20161231,
600463.SH,624040,Real Estate,20040318,20170301
600463.SH,626010,Real Estate,20170302,
600466.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20010212,20150331
600466.SH,624040,Real Estate,20150401,20170301
600466.SH,626010,Real Estate,20170302,
600467.SH,623020,"Food, Beverage & Tobacco",20040405,
600468.SH,622010,Capital Goods,20010615,20060331
600468.SH,622010,Capital Goods,20060401,20060818
600468.SH,622010,Capital Goods,20060819,
600469.SH,622510,Automobiles & Components,20031021,
600470.SH,621510,Materials,20040305,
600472.SH,621510,Materials,20050509,20071226
600475.SH,622010,Capital Goods,20030721,20201105
600475.SH,622020,Commercial & Professional Services,20201106,
600476.SH,624510,Software & Services,20031210,
600477.SH,622010,Capital Goods,20031110,
600478.SH,621510,Materials,20030918,20080816
600478.SH,622010,Capital Goods,20080817,
600479.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20040312,
600480.SH,622510,Automobiles & Components,20030815,20070420
600480.SH,622010,Capital Goods,20070421,20080825
600480.SH,622010,Capital Goods,20080826,20100323
600480.SH,622510,Automobiles & Components,20100324,
600481.SH,622010,Capital Goods,20030422,20070407
600481.SH,622010,Capital Goods,20070408,20080714
600481.SH,621510,Materials,20080715,20150507
600481.SH,622010,Capital Goods,20150508,
600482.SH,622510,Automobiles & Components,20040714,20160428
600482.SH,622010,Capital Goods,20160429,
600483.SH,622520,Consumer Durables & Apparel,20040531,20140731
600483.SH,625510,Utilities,20140801,
600485.SH,624520,Technology Hardware & Equipment,20030807,
600486.SH,621510,Materials,20020425,
600487.SH,624520,Technology Hardware & Equipment,20030822,
600488.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20010618,
600489.SH,621510,Materials,20030814,
600490.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20030626,20150325
600490.SH,621510,Materials,20150326,
600491.SH,622010,Capital Goods,20040524,
600493.SH,622520,Consumer Durables & Apparel,20040421,
600495.SH,622010,Capital Goods,20040526,
600496.SH,622010,Capital Goods,20020605,20040428
600496.SH,622010,Capital Goods,20040429,
600497.SH,621510,Materials,20040420,
600498.SH,624520,Technology Hardware & Equipment,20010823,
600499.SH,622010,Capital Goods,20021010,
600500.SH,622010,Capital Goods,20000301,20130630
600500.SH,621510,Materials,20130701,
600501.SH,622010,Capital Goods,20010615,
600502.SH,622010,Capital Goods,20030415,
600503.SH,624510,Software & Services,20020709,20080617
600503.SH,624040,Real Estate,20080618,20170301
600503.SH,626010,Real Estate,20170302,
600505.SH,625510,Utilities,20020530,
600506.SH,623020,"Food, Beverage & Tobacco",20011226,
600507.SH,622510,Automobiles & Components,20030930,20100405
600507.SH,621510,Materials,20100406,
600508.SH,621010,Energy,20010829,
600509.SH,625510,Utilities,20020228,20120816
600509.SH,625510,Utilities,20120817,
600510.SH,622520,Consumer Durables & Apparel,20020618,20090811
600510.SH,622010,Capital Goods,20090812,20100330
600510.SH,624040,Real Estate,20100331,20170301
600510.SH,626010,Real Estate,20170302,
600511.SH,623510,Health Care Equipment & Services,20021127,
600512.SH,622010,Capital Goods,20021226,
600513.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20030319,
600515.SH,622550,Retailing,20020806,20160126
600515.SH,624040,Real Estate,20160127,20170301
600515.SH,626010,Real Estate,20170302,
600516.SH,621510,Materials,20020830,
600517.SH,622010,Capital Goods,20031010,
600518.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20010319,20090319
600518.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20090320,
600519.SH,623020,"Food, Beverage & Tobacco",20010827,
600520.SH,622010,Capital Goods,20020108,
600521.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20030304,
600522.SH,624520,Technology Hardware & Equipment,20021024,
600523.SH,622510,Automobiles & Components,20011227,
600525.SH,622010,Capital Goods,20021202,
600526.SH,622010,Capital Goods,20020722,
600527.SH,621510,Materials,20031127,
600528.SH,622010,Capital Goods,20010528,20160731
600528.SH,622010,Capital Goods,20160801,
600529.SH,623510,Health Care Equipment & Services,20020603,
600530.SH,623020,"Food, Beverage & Tobacco",20010702,
600531.SH,621510,Materials,20020730,
600532.SH,621510,Materials,20021031,20121217
600532.SH,621510,Materials,20121218,
600533.SH,624040,Real Estate,20020328,20170301
600533.SH,626010,Real Estate,20170302,
600535.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20020823,
600536.SH,624510,Software & Services,20020517,
600537.SH,623020,"Food, Beverage & Tobacco",20030123,20120322
600537.SH,624530,Semiconductors & Semiconductor Equipment,20120323,
600538.SH,621510,Materials,20030114,20170814
600538.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20170815,
600539.SH,621510,Materials,20010824,
600540.SH,623020,"Food, Beverage & Tobacco",20040107,
600543.SH,623020,"Food, Beverage & Tobacco",20040324,20090812
600543.SH,623020,"Food, Beverage & Tobacco",20090813,
600545.SH,622010,Capital Goods,20031203,20070829
600545.SH,624040,Real Estate,20070830,20090729
600545.SH,622010,Capital Goods,20090730,20170702
600545.SH,622010,Capital Goods,20170703,
600546.SH,622010,Capital Goods,20030731,20091221
600546.SH,621010,Energy,20091222,
600547.SH,621510,Materials,20030828,
600548.SH,622030,Transportation,19970312,
600549.SH,621510,Materials,20021107,
600550.SH,622010,Capital Goods,20010228,
600551.SH,622010,Capital Goods,20020905,20090406
600551.SH,622540,Media,20090407,
600552.SH,621510,Materials,20021108,20160329
600552.SH,624520,Technology Hardware & Equipment,20160330,
600553.SH,621510,Materials,20020822,20110218
600555.SH,622520,Consumer Durables & Apparel,20010328,20060429
600555.SH,622010,Capital Goods,20060430,20090830
600555.SH,622530,Consumer Services,20090831,20140504
600555.SH,624040,Real Estate,20140505,20170301
600555.SH,626010,Real Estate,20170302,
600556.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20010807,20060830
600556.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20060831,20150106
600556.SH,624510,Software & Services,20150107,
600557.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20020918,
600558.SH,622010,Capital Goods,20010227,20140504
600558.SH,621510,Materials,20140505,
600559.SH,623020,"Food, Beverage & Tobacco",20021029,
600560.SH,622010,Capital Goods,20020919,
